SKU,NAME,PRICE,RETAIL_PRICE,WEIGHT,LENGTH,WIDTH,HEIGHT,QUANTITY,LASTUPDATE,LAST_QUANTITY_UPDATE,LAST_PRICE_UPDATE,LAST_PRICE_CHANGE,ITMGRP_NAME,CLASS1_NAME,CLASS2_NAME,BARCODE1
BYBJF17,Seltzer Bottle,3.5,7,0,0,0,0,0,10/2/2016,1/6/2015,1/6/2015,0,BEVERAGES,MISC,NONE,
FCA1952,"Hot Chocolate, 3Pc",7.5,15,0,0,0,0,9,2/11/2019,2/11/2019,2/26/2011,2.25,BEVERAGES,MISC,NONE,
FCA2073,"Milk Pitcher with 2 Glasses, 2 Set",11,22,0,0,0,0,4,3/18/2019,3/18/2019,11/22/2014,-2.25,BEVERAGES,MISC,NONE,
FCA2074,".Orange Juice with 2 Glasses, 2 Set",11.25,22.5,0,0,0,0,6,3/18/2019,3/18/2019,9/7/2012,2.25,BEVERAGES,MISC,NONE,
FCA2263,Iced Tea/2 Set,11.25,22.5,0,0,0,0,11,2/13/2019,2/13/2019,9/7/2012,2.25,BEVERAGES,MISC,NONE,
FR11001,Quench Root Beer/Mug,1.75,3.49,0,0,0,0,1,4/12/2019,4/12/2019,2/22/2013,0.5,BEVERAGES,SODA,NONE,7.26E+11
FR11002,Quench Orange Soda with Glass,1.75,3.49,0,0,0,0,3,11/10/2017,11/10/2017,2/22/2013,0.5,BEVERAGES,SODA,NONE,7.26E+11
FR11005,Spilled Milk with 1/2 Gallon Carton,1.5,2.99,0,0,0,0,1,4/30/2019,4/30/2019,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11007,"Spilled Oj with Oj, 1/2 Gal",1.5,2.99,0,0,0,0,0,4/5/2019,4/5/2019,2/13/2014,0,BEVERAGES,MISC,NONE,
FR11009,Spilled Wine with Goblet & Bottle,2,3.99,0,0,0,0,2,2/6/2019,2/6/2019,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11014,Martini,0.9,1.79,0,0,0,0,1,4/30/2019,4/30/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11015,Margarita,0.9,1.79,0,0,0,0,0,11/23/2016,2/16/2016,11/10/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11019,Mug Of Beer,0.95,1.89,0,0,0,0,1,4/30/2019,4/30/2019,11/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11020,Glass Of Milk & Cookies,2,3.99,0,0,0,0,0,12/9/2017,12/9/2017,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11021,Coffee Can with Black Coffee,2.25,4.49,0,0,0,0,4,6/27/2018,6/27/2018,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11104,1/2 Gallon Milk with Glass Of Milk,1.5,2.99,0,0,0,0,3,1/14/2019,1/14/2019,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11105,Quart Of Milk with Glass Of Milk,1.5,2.99,0,0,0,0,0,10/20/2018,10/20/2018,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11134,Glass with Lemon & Straw,0.75,1.49,0,0,0,0,1,12/7/2018,12/7/2018,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR11135,Bottle Of Vodka with Vodka Tonic Cocktail,2,3.99,0,0,0,0,0,2/21/2019,2/21/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11136,Bottle Of Gin with Gin & Tonic Cocktail,2,3.99,0,0,0,0,0,4/4/2019,4/4/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11138,Bottle Of Champagne In Bucket Of Ice,3,5.99,0,0,0,0,0,6/22/2018,6/22/2018,3/20/2014,0.5,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11161,"Champagne Bottle with Two Glasses, Filled",3.1,6.19,0,0,0,0,0,2/7/2018,2/7/2018,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11164,Pug Time Pretzel Box with Mug Of Beer,1.95,3.89,0,0,0,0,1,12/17/2018,12/17/2018,3/7/2017,-0.2,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11168,Champagne In Brass Bucket,3.5,6.99,0,0,0,0,0,4/19/2019,4/19/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11177,Bloody Mary Set,3.25,6.49,0,0,0,0,1,3/18/2019,3/18/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11341,White Wine with 2 Goblets,3,5.99,0,0,0,0,3,3/1/2019,3/1/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11342,Rose Wine with 2 Goblets,3,5.99,0,0,0,0,1,3/14/2019,3/14/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR11343,Red Wine with 2 Goblets,3,5.99,0,0,0,0,2,4/9/2019,4/9/2019,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR40011,1/2 Gallon Milk,1,1.99,0,0,0,0,25,4/30/2019,4/30/2019,2/13/2014,0,BEVERAGES,MISC,NONE,7.26E+11
FR40013,"Quench Tonic Water, 6/Pk",4.95,9.89,0,0,0,0,0,1/15/2019,8/27/2011,1/15/2019,1.2,BEVERAGES,SODA,NONE,7.26E+11
FR40014,"Quench Root Beer, 6/Pk",4.95,9.89,0,0,0,0,0,9/29/2017,7/18/2017,9/29/2017,-1,BEVERAGES,SODA,NONE,7.26E+11
FR40018,"Quench Soda Cans, 6",1,1.99,0,0,0,0,0,4/22/2019,4/22/2019,1/22/2013,-1,BEVERAGES,SODA,NONE,7.17E+11
FR40019,"Beer Cans, Set 6",1.15,2.29,0,0,0,0,0,1/15/2019,9/21/2016,1/15/2019,-0.05,BEVERAGES,ALCOHOL,NONE,7.17E+11
FR40020A,"Soda Bottles, Asstmt/12",16.5,32.99,0,0,0,0,0,4/22/2019,4/22/2019,2/13/2014,0,BEVERAGES,SODA,NONE,7.26E+11
FR40090,All American Lager Bottle,1,1.99,0,0,0,0,0,4/4/2019,4/4/2019,9/19/2012,-0.25,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR40092,Tiny Bubbles Champagne,1.5,2.99,0,0,0,0,0,8/31/2018,8/31/2018,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR40092B,"Champagne, 36",48.6,97.19,0,0,0,0,0,11/23/2016,9/4/2013,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR40130,.Vintage Bay Rum,1.25,2.49,0,0,0,0,10,12/26/2018,1/3/2018,2/13/2014,0,BEVERAGES,ALCOHOL,NONE,7.26E+11
FR40249,Orange Quench (2 Liter),1.25,2.49,0,0,0,0,32,4/8/2019,4/8/2019,2/26/2015,0,BEVERAGES,SODA,NONE,7.26E+11
FR40250,Sparkling Water (2 Liter),1.25,2.49,0,0,0,0,8,1/3/2018,1/3/2018,2/13/2014,0,BEVERAGES,MISC,NONE,7.17E+11
FR40274,Quench Ginger Ale/ 2L,1.25,2.49,0,0,0,0,3,9/26/2018,9/26/2018,2/13/2014,0,BEVERAGES,SODA,NONE,7.17E+11
